"Weekly Measles Incidence, 1928-2003"
"Data provided by Project Tycho, Data Version 1.0.0, released 28 November 2013."
YEAR,WEEK,ALABAMA,ALASKA,ARIZONA,ARKANSAS,CALIFORNIA,COLORADO,CONNECTICUT,DELAWARE,DISTRICT OF COLUMBIA,FLORIDA,GEORGIA,HAWAII,IDAHO,ILLINOIS,INDIANA,IOWA,KANSAS,KENTUCKY,LOUISIANA,MAINE,MARYLAND,MASSACHUSETTS,MICHIGAN,MINNESOTA,MISSISSIPPI,MISSOURI,MONTANA,NEBRASKA,NEVADA,NEW HAMPSHIRE,NEW JERSEY,NEW MEXICO,NEW YORK,NORTH CAROLINA,NORTH DAKOTA,OHIO,OKLAHOMA,OREGON,PENNSYLVANIA,RHODE ISLAND,SOUTH CAROLINA,SOUTH DAKOTA,TENNESSEE,TEXAS,UTAH,VERMONT,VIRGINIA,WASHINGTON,WEST VIRGINIA,WISCONSIN,WYOMING
1956,15,7.52,5.36,37.61,24.77,11.68,27.69,4.10,7.84,12.65,4.20,7.35,5.55,12.42,23.78,26.45,11.06,5.43,25.71,1.25,1.28,16.47,2.09,33.09,0.99,5.51,3.48,50.76,11.81,-,0.35,13.54,19.23,12.42,8.77,16.15,17.71,21.87,3.89,20.33,2.38,24.54,4.63,23.78,46.41,12.36,10.34,38.02,19.04,32.63,27.82,14.10
1956,16,10.16,62.50,27.45,31.51,9.39,-,3.28,10.29,9.75,4.27,2.08,3.94,17.36,25.56,22.72,12.47,6.65,38.37,11.51,1.81,8.40,2.70,30.68,0.46,6.57,11.22,32.62,5.73,-,0.18,11.79,26.18,11.47,14.76,18.27,19.87,26.66,4.42,21.91,0.71,15.16,0.15,35.64,43.28,4.70,5.04,48.63,17.50,29.40,30.95,11.54
1956,17,9.61,9.82,23.36,36.09,9.67,34.40,4.92,13.48,8.04,7.66,3.19,5.37,13.85,26.62,21.40,11.51,1.70,37.03,2.11,0.96,11.95,1.55,43.57,0.93,6.57,8.65,41.31,7.87,-,0.35,16.17,27.17,14.24,10.61,11.09,36.75,30.18,3.18,17.36,0.48,21.76,1.79,24.63,43.01,3.96,3.18,46.21,19.45,32.36,33.51,2.88
1956,18,14.39,5.80,25.74,23.42,13.97,37.29,3.50,9.31,7.51,7.56,3.54,6.44,13.54,28.41,31.18,10.06,7.88,45.41,1.12,0.85,9.32,2.29,38.10,1.36,8.44,9.03,40.85,9.38,0.40,2.65,17.28,22.33,14.29,9.58,12.89,30.89,21.78,2.89,24.23,-,25.48,3.88,43.57,48.94,4.20,4.77,50.30,14.51,50.46,31.64,16.99
1956,19,11.56,11.16,17.09,41.20,10.21,46.15,10.71,12.25,5.93,7.26,9.13,7.16,32.17,21.74,29.30,21.83,1.18,37.78,3.23,1.17,6.01,1.53,31.47,1.45,8.82,8.53,25.15,7.16,0.40,-,22.35,27.92,17.78,8.45,19.09,32.88,23.58,4.42,22.68,-,19.56,1.19,34.49,48.40,6.67,3.98,38.69,24.36,27.79,32.01,11.86
1956,20,23.67,70.09,17.38,27.05,12.75,40.18,6.09,15.44,7.25,10.97,8.08,5.72,18.79,22.35,27.52,11.02,2.69,36.99,1.02,0.96,7.61,2.17,26.29,2.07,8.01,6.15,53.81,9.38,0.40,7.07,19.38,25.06,16.22,8.26,12.72,32.10,18.70,8.30,27.48,0.60,26.07,16.57,36.60,38.53,4.20,3.71,37.05,23.73,33.49,40.86,3.53
1956,21,15.99,11.61,15.19,29.75,11.06,29.29,4.75,16.18,3.69,5.19,2.92,3.04,33.28,24.06,22.72,8.95,1.46,44.89,1.35,1.92,6.40,2.04,30.19,2.13,6.04,3.87,40.40,4.80,-,0.53,27.96,26.30,18.44,13.67,14.52,46.46,13.68,6.71,23.58,1.90,22.21,1.34,40.35,27.84,1.85,4.51,35.20,21.81,28.65,36.77,4.81
1956,22,9.51,12.50,11.02,23.47,9.49,31.63,3.02,11.27,2.64,9.36,4.84,11.99,7.64,17.22,18.28,11.10,0.66,19.39,0.66,1.71,4.98,3.07,21.88,2.19,4.17,2.83,23.78,21.98,0.40,-,18.02,17.00,11.02,8.05,31.32,21.19,15.18,3.83,19.44,1.79,20.23,6.87,23.46,26.15,5.56,8.22,34.61,24.33,24.66,34.37,4.81
1956,23,12.73,67.41,9.69,16.43,11.61,25.17,5.44,18.38,3.95,6.42,7.92,17.71,24.52,14.68,16.35,37.33,1.09,19.01,7.49,3.20,4.66,2.29,27.03,1.79,5.27,3.31,15.40,5.80,-,1.59,20.84,22.58,13.62,6.13,13.05,17.81,6.12,4.00,17.92,1.55,18.39,1.79,31.39,18.89,3.83,25.46,23.54,20.13,12.65,29.98,2.24
1956,24,10.16,48.21,8.45,6.51,13.41,18.46,2.81,10.05,3.82,8.20,4.65,11.45,15.29,10.95,7.38,10.77,0.09,15.56,9.00,1.07,6.30,-,20.70,1.30,4.65,5.04,20.43,1.86,-,3.18,22.05,26.18,22.44,5.73,6.36,13.74,5.85,4.36,14.80,5.36,11.04,4.78,19.88,13.45,4.94,13.00,14.13,21.63,22.13,30.52,2.24
1956,25,10.06,1.34,8.36,9.15,8.42,12.18,6.09,10.54,3.16,6.25,3.51,21.29,15.76,8.51,8.70,9.32,1.23,12.59,1.45,1.07,2.81,1.80,13.29,1.27,1.92,1.80,25.91,3.65,-,4.59,14.27,11.29,12.91,4.11,2.77,18.69,2.38,5.06,12.14,0.12,11.17,2.69,16.60,13.66,5.93,11.94,16.25,19.60,10.77,23.52,0.96
1956,26,6.71,95.09,5.22,2.93,4.45,5.85,1.94,7.84,0.79,4.18,3.54,16.28,9.24,6.80,0.61,14.21,0.80,11.94,9.37,0.75,2.60,1.47,11.61,0.77,1.68,0.86,15.09,2.00,1.20,0.18,10.37,11.29,20.31,4.66,16.80,8.91,4.66,3.47,6.58,0.71,12.74,1.64,16.28,7.83,6.18,8.49,8.28,6.41,4.20,18.95,-
1956,27,4.04,0.45,6.08,2.70,2.97,7.69,1.77,4.41,0.66,2.69,1.81,19.50,6.69,3.62,3.61,5.03,0.05,6.07,1.75,0.21,1.71,1.21,5.85,0.46,1.39,0.86,13.87,1.36,-,3.36,8.19,12.28,7.76,2.14,3.92,6.80,1.80,6.54,5.20,-,6.55,-,8.61,5.89,4.70,4.77,8.01,5.58,7.27,12.56,0.96
1956,28,4.27,1.79,5.13,3.35,4.45,5.17,1.34,3.43,1.98,2.08,5.54,20.04,6.69,2.78,2.47,2.59,0.09,4.07,2.18,1.92,0.78,1.51,6.48,0.43,1.01,0.41,11.43,0.36,0.80,3.00,6.11,4.59,9.72,1.25,3.10,2.83,1.01,2.41,4.48,0.48,6.86,1.34,7.67,5.02,3.83,6.37,6.39,5.73,3.45,12.51,3.85
1956,29,2.12,-,2.85,1.17,2.38,2.15,1.68,1.23,0.92,3.83,0.76,18.43,6.21,1.54,1.01,3.44,-,4.76,2.11,0.75,0.89,0.57,2.32,0.25,0.48,0.38,6.40,0.50,-,-,5.16,2.36,6.03,1.55,3.10,7.17,1.10,4.18,2.17,0.24,3.63,-,5.86,3.45,5.32,6.90,5.99,4.54,0.70,6.31,0.32
1956,30,1.50,54.91,3.13,3.64,1.85,1.78,0.91,0.49,0.53,1.88,1.08,17.35,6.53,0.89,0.70,1.15,0.28,4.00,0.33,1.39,1.17,0.74,2.09,0.28,0.77,0.48,5.03,0.21,-,0.71,3.19,2.73,4.16,0.70,3.10,1.23,0.62,2.30,1.21,0.12,1.57,-,4.89,2.99,2.60,3.45,2.50,2.55,1.45,7.19,0.32
1956,31,1.43,30.36,3.51,0.53,2.20,1.17,1.12,0.74,0.66,1.36,0.65,23.79,3.98,0.56,0.94,1.48,0.09,0.86,0.53,0.64,0.89,0.41,1.15,0.25,0.14,0.22,4.73,1.00,0.40,1.24,1.76,2.98,4.59,0.56,1.31,1.13,0.92,1.30,1.44,0.12,3.28,0.30,2.23,2.23,3.34,2.12,1.83,3.22,1.40,3.85,-
1956,32,0.94,5.80,1.80,0.65,1.33,1.11,0.86,0.74,0.26,1.09,0.24,30.77,1.75,0.54,0.27,1.04,-,1.66,0.43,1.28,0.39,0.74,2.14,0.22,0.34,0.43,1.68,0.14,-,0.53,1.39,1.99,2.39,0.49,1.96,0.56,0.40,1.53,0.62,-,0.67,-,2.55,1.76,3.09,4.24,0.94,1.31,0.81,2.97,1.28
1956,33,0.81,8.48,1.14,0.59,1.20,0.43,0.22,-,0.26,1.51,0.27,16.46,1.75,0.40,0.22,0.92,0.05,0.76,0.07,0.75,0.25,0.29,0.76,-,0.34,0.14,0.76,0.14,0.40,-,0.55,0.99,2.07,0.28,2.12,0.55,0.48,3.42,0.51,-,1.26,0.15,1.87,1.82,1.36,3.18,0.46,1.87,5.76,2.91,0.32
1956,34,0.75,8.93,1.14,0.53,0.79,1.72,0.47,0.49,0.26,0.62,0.14,12.70,3.98,0.08,0.09,0.37,-,1.07,0.07,0.32,0.21,0.35,0.48,0.25,0.43,0.17,0.76,0.07,0.80,-,0.82,0.87,1.43,0.21,-,0.37,0.18,1.35,0.36,-,2.06,-,1.02,1.20,2.35,0.53,0.62,1.46,0.43,4.04,-
1956,35,0.26,15.18,0.76,-,0.76,0.74,0.30,0.25,-,0.54,-,12.34,1.75,0.16,0.29,0.41,-,2.17,0.03,0.43,0.36,0.31,0.60,0.09,0.19,0.14,0.76,0.07,0.80,1.24,0.41,1.61,1.06,0.32,1.63,0.79,-,1.53,0.12,0.12,0.90,0.30,2.20,1.34,1.61,0.80,0.35,0.45,0.32,0.99,-
1956,36,0.65,8.48,-,0.53,0.55,0.37,-,-,-,-,0.22,10.55,0.48,0.15,0.11,-,-,1.55,-,0.32,0.14,0.14,0.33,0.06,0.14,0.02,1.22,0.36,2.00,0.35,0.50,1.12,0.48,-,0.82,0.16,0.13,1.30,0.16,0.12,1.26,-,2.52,1.20,0.99,0.53,0.64,0.82,-,1.23,-
1956,37,0.26,8.48,0.47,0.23,0.65,0.92,0.09,-,-,0.20,0.05,8.59,-,0.05,0.22,0.41,-,1.73,0.07,-,0.07,0.14,0.59,0.12,0.10,0.05,0.46,-,1.60,-,0.37,1.24,0.83,0.07,1.63,0.17,0.18,0.71,0.21,0.48,0.31,0.15,2.20,1.73,4.70,1.06,0.24,1.27,0.43,1.36,-
1956,38,0.20,4.02,1.04,0.53,0.80,0.25,0.09,-,-,0.37,0.03,10.20,0.64,0.24,0.20,0.37,-,1.21,0.03,0.11,0.32,0.14,0.46,0.06,0.10,0.10,0.61,0.14,0.80,-,0.27,1.99,0.39,0.19,0.98,0.07,0.04,0.88,0.14,0.12,0.76,-,4.89,1.08,1.85,0.27,0.43,-,0.43,0.91,1.92
1956,39,0.55,21.88,0.85,1.47,0.95,0.43,0.13,0.25,-,0.15,0.05,9.66,0.96,0.04,-,0.44,-,2.04,-,0.96,0.36,0.14,0.50,1.57,0.29,0.14,1.07,-,-,-,0.27,0.87,0.62,0.16,1.63,0.29,0.22,0.94,0.15,-,1.48,0.30,2.66,0.84,3.34,0.53,0.46,0.82,0.48,0.83,3.85
1956,40,0.39,54.91,1.23,0.41,0.82,0.43,0.17,0.49,0.13,0.10,0.24,22.18,0.48,0.15,0.85,0.48,-,1.45,0.03,-,0.32,0.27,1.41,0.43,0.19,0.02,1.37,0.07,-,-,1.05,0.87,0.55,0.12,4.24,0.05,-,1.35,0.28,-,1.03,0.15,2.40,0.99,1.98,-,0.27,1.35,0.43,1.28,0.32
1956,41,1.89,29.46,0.57,0.65,0.34,0.31,0.22,-,-,0.42,0.27,29.52,0.80,0.25,0.40,1.04,-,2.14,0.20,1.07,0.14,0.20,0.68,0.28,0.19,0.46,0.91,0.21,0.80,-,0.77,1.12,0.65,0.05,1.63,0.12,0.22,0.41,0.64,-,0.45,0.30,3.28,0.93,3.34,-,0.35,1.01,0.92,1.28,-
1956,42,0.59,66.96,1.90,0.94,0.77,0.86,1.17,0.25,-,1.14,0.19,22.72,0.80,0.28,0.72,0.89,-,7.63,-,0.75,0.07,0.49,0.42,0.40,0.05,0.12,3.05,0.57,-,0.18,1.02,1.49,0.67,0.23,0.98,0.20,0.09,0.94,0.38,-,0.81,1.04,3.60,0.71,5.93,1.86,0.19,2.21,0.32,1.07,8.01
1956,43,1.53,5.80,0.47,0.53,0.86,0.49,1.08,0.74,0.13,0.54,0.41,40.25,2.07,0.40,1.68,3.44,-,3.35,0.03,2.03,0.11,0.20,1.58,0.90,0.05,0.07,1.83,-,0.80,-,1.00,3.35,0.84,0.35,1.14,0.29,-,0.94,0.78,-,0.49,0.30,7.61,1.34,7.29,1.33,0.75,1.50,1.83,2.27,-
1956,44,0.13,19.64,1.33,1.94,0.61,0.31,0.78,1.72,0.26,0.86,0.41,41.32,0.32,0.39,0.87,0.92,-,4.31,0.16,2.77,0.07,0.31,1.96,0.12,0.05,0.17,0.15,0.07,2.80,-,1.02,5.58,0.74,0.23,3.59,0.28,0.26,0.77,0.65,-,0.72,4.63,3.46,1.93,4.45,1.33,0.59,4.35,0.86,3.07,-
1956,45,1.63,53.12,1.14,2.64,0.74,0.31,1.94,3.43,0.13,-,0.46,25.76,0.80,0.68,0.94,0.96,-,2.07,0.10,1.07,0.07,0.33,0.64,1.23,0.10,0.31,4.88,-,0.80,-,1.34,-,0.99,0.26,2.45,0.20,0.22,3.83,0.46,0.24,0.90,0.15,4.66,1.36,4.57,1.06,0.54,3.67,2.15,2.78,30.13
1956,46,3.32,23.21,1.99,1.41,1.64,0.43,2.20,0.25,-,0.82,0.14,54.74,0.48,0.48,1.41,0.52,-,-,0.07,9.81,0.07,0.59,2.30,0.80,0.29,0.38,5.34,0.07,1.20,-,1.09,4.22,1.24,0.09,3.92,0.20,0.62,1.77,1.29,0.24,0.76,-,7.23,2.54,8.41,6.10,0.81,4.76,5.71,3.10,1.92
1956,47,1.73,5.36,1.23,1.41,1.41,1.17,2.25,0.98,-,0.49,0.89,44.01,1.43,0.55,1.44,5.40,-,4.45,0.03,7.25,0.14,0.31,1.63,1.14,0.10,0.10,11.13,0.07,-,0.18,0.94,10.55,1.82,0.16,3.10,0.47,0.35,0.88,0.90,0.24,1.17,-,6.03,2.16,4.57,14.32,1.05,2.44,1.45,2.30,2.56
1956,48,1.14,33.93,1.99,2.23,1.59,0.31,3.63,3.19,-,0.52,0.78,54.38,0.16,0.52,2.22,1.92,-,5.21,-,8.96,0.21,0.20,2.17,1.48,0.72,0.22,6.10,0.21,0.80,-,2.10,12.53,4.07,0.09,8.48,0.89,0.13,2.41,1.07,0.12,1.79,0.60,10.48,2.29,18.91,20.95,3.01,7.91,2.85,2.03,-
1956,49,1.92,1.34,2.47,2.64,2.01,1.72,9.28,3.19,-,0.20,2.62,65.47,1.43,1.55,1.66,2.00,-,8.07,0.26,1.49,-,0.63,1.34,2.35,0.29,0.82,7.47,-,1.60,-,2.26,5.58,2.41,0.23,7.67,1.75,0.13,1.41,1.74,-,2.06,0.60,7.29,2.64,18.42,16.98,1.24,6.78,4.79,4.25,0.32
1956,50,3.06,4.46,2.66,2.46,2.33,1.85,3.45,1.23,0.13,1.51,1.19,72.63,0.96,1.07,1.75,1.66,-,8.45,0.30,1.17,0.25,0.98,2.46,2.01,0.62,0.38,11.13,0.29,5.20,-,1.48,9.43,2.36,0.53,5.87,0.91,0.31,3.18,1.92,-,1.88,0.60,9.25,4.16,16.44,3.98,1.02,7.23,4.20,2.81,2.56
1956,51,6.15,4.91,3.42,3.87,0.98,2.40,2.29,0.74,-,-,-,58.68,2.23,1.05,-,2.40,-,-,0.30,0.21,0.14,1.31,2.21,1.82,0.58,1.83,10.06,0.14,4.80,0.35,3.12,5.83,2.41,0.42,11.58,0.87,0.66,1.94,2.90,-,1.26,0.45,12.47,4.86,16.93,12.20,1.67,5.43,5.55,5.91,-
1956,52,2.21,0.45,8.55,2.29,4.54,3.94,4.15,2.94,-,1.19,1.13,35.96,3.66,0.72,2.33,0.63,0.05,8.14,-,7.78,0.36,1.06,2.05,2.53,1.01,0.79,5.03,0.21,20.40,0.53,1.85,14.89,1.51,0.72,6.04,0.79,0.22,2.47,1.98,-,2.83,1.34,11.63,4.45,18.67,6.37,0.73,8.96,3.18,3.98,0.64
1957,1,6.66,-,12.36,2.25,4.91,3.12,2.84,3.99,0.13,2.56,1.49,78.08,0.47,0.90,2.52,2.61,0.05,15.40,0.26,4.14,0.17,0.59,4.25,1.25,1.39,3.44,14.84,0.50,1.54,0.17,6.29,1.53,2.85,0.34,6.05,0.91,0.31,4.26,2.88,0.59,3.08,-,19.34,8.62,28.09,17.02,2.21,7.97,4.45,5.94,1.59
1957,2,2.99,5.63,9.07,0.58,5.91,2.64,8.99,3.52,0.39,0.57,3.03,73.63,7.17,2.33,7.26,14.95,-,28.11,0.19,3.50,0.35,3.57,5.69,2.93,0.57,1.43,11.84,0.50,15.77,0.52,12.01,18.54,5.68,1.01,21.24,1.86,1.05,9.40,3.80,-,6.11,2.25,22.57,10.10,69.01,41.22,1.07,15.16,8.63,8.20,2.87
1957,3,4.57,2.16,11.56,1.27,7.10,6.13,5.43,4.46,0.13,7.16,3.16,58.39,8.10,1.68,4.75,9.72,-,18.61,0.35,0.64,0.49,3.19,4.70,3.15,3.69,1.50,18.74,0.50,34.62,-,7.13,18.65,4.03,0.87,16.34,1.48,0.53,8.53,2.14,0.12,2.86,2.55,17.21,11.75,69.01,26.06,2.16,12.59,2.33,9.44,0.96
1957,4,7.53,5.63,15.47,2.02,10.33,2.94,7.55,3.29,1.18,3.66,3.24,64.04,7.48,3.79,4.39,7.58,-,19.81,0.13,3.08,0.56,1.99,6.92,4.15,0.91,3.17,5.55,0.29,3.85,0.17,9.41,17.83,5.95,0.73,18.14,1.69,-,6.95,4.51,3.64,6.77,12.31,16.86,12.17,96.00,25.27,2.73,14.57,-,9.39,0.64
1957,5,3.41,3.03,16.80,2.60,9.20,4.27,7.88,3.05,0.39,3.32,2.26,71.06,6.23,2.60,-,5.19,-,32.79,0.03,1.06,0.59,1.97,7.99,3.79,3.35,1.93,10.04,0.29,67.31,2.10,9.05,15.23,4.68,1.63,16.50,2.30,1.10,13.73,2.55,0.12,4.71,-,25.74,18.06,58.84,38.30,1.80,16.37,3.26,10.55,2.23
1957,6,8.17,6.06,11.82,1.56,13.36,4.99,7.38,3.29,-,7.18,5.05,58.73,6.39,3.61,5.12,6.59,-,27.77,0.80,3.92,0.45,2.48,6.01,-,4.45,2.58,9.90,0.43,10.77,0.17,10.25,21.02,5.47,1.08,18.14,2.26,1.67,14.08,2.62,-,7.48,3.75,23.62,19.43,86.56,27.39,2.32,11.34,7.92,16.12,0.32
1957,7,12.48,3.03,24.80,4.10,11.43,3.49,9.33,3.52,1.18,-,4.91,52.23,10.28,3.48,8.85,19.33,0.05,28.04,0.96,7.32,0.31,2.54,10.56,7.12,2.06,3.06,14.09,0.22,63.08,-,9.17,38.02,4.19,1.42,29.41,2.64,2.94,15.60,4.89,0.71,11.21,2.25,20.38,17.42,75.54,26.60,2.24,16.59,3.74,15.06,0.64
1957,8,13.12,1.30,27.56,1.04,14.53,5.47,9.20,1.41,1.83,13.77,3.56,45.72,2.02,2.23,5.74,13.51,0.09,25.10,0.64,13.36,0.59,2.60,8.09,8.03,5.03,2.60,13.79,0.22,3.46,0.70,9.13,34.24,6.54,1.10,32.35,2.76,1.97,16.12,2.86,0.71,7.96,1.80,14.53,20.71,86.80,16.76,4.50,21.15,5.64,19.73,0.64
1957,9,8.43,6.93,20.18,2.14,18.75,4.93,6.99,4.23,1.57,1.17,8.36,49.66,-,3.89,8.30,5.19,-,23.16,0.22,19.94,0.52,2.29,9.42,11.00,3.93,5.78,8.55,0.14,12.69,0.35,17.06,39.67,4.85,2.08,20.92,2.77,3.02,16.00,3.94,1.53,8.36,7.06,19.51,22.11,113.08,17.02,4.66,29.63,3.64,20.76,0.32
1957,10,11.51,2.16,27.29,11.14,17.70,5.83,10.60,1.17,2.88,8.14,10.41,49.83,13.86,5.18,6.18,6.26,0.14,29.99,0.32,23.01,0.84,4.10,9.86,13.81,3.83,3.41,6.45,0.29,28.46,12.24,14.90,24.79,6.50,1.01,27.94,2.56,2.32,28.10,4.74,1.06,11.83,4.35,13.13,23.43,143.95,27.93,2.84,25.77,5.10,34.48,1.59
1957,11,15.95,-,36.00,3.52,18.92,4.87,16.74,2.11,2.23,4.71,10.30,50.86,12.93,4.56,11.02,5.78,-,11.61,0.71,18.56,0.59,4.10,8.44,14.45,3.83,5.40,4.20,0.50,8.46,1.75,18.58,67.41,6.33,1.60,14.22,2.81,3.11,22.37,3.66,0.82,8.71,2.10,18.75,23.87,122.76,28.72,4.84,25.48,2.77,31.36,0.32
1957,12,12.35,0.43,28.71,9.46,16.64,8.17,15.35,0.70,1.83,5.24,4.06,32.53,17.29,4.11,9.89,7.11,0.14,27.36,5.84,22.27,1.08,4.83,11.60,14.39,5.41,7.78,10.64,0.65,136.54,0.17,19.49,31.52,6.80,1.24,24.35,3.62,2.41,28.50,6.51,3.76,6.16,5.41,17.50,23.59,133.66,26.33,7.05,24.30,4.40,37.40,-
1957,13,17.75,2.16,30.22,1.73,23.86,6.55,15.52,1.64,3.28,-,8.76,30.14,10.44,3.98,10.27,21.13,-,32.62,1.16,30.12,0.49,4.40,11.03,18.30,3.59,6.06,13.94,2.22,1.54,3.32,19.91,33.65,7.85,4.24,14.05,2.62,2.72,28.39,5.55,4.82,5.98,2.70,19.54,24.94,98.06,26.06,4.42,24.89,4.34,32.05,1.59
1957,14,15.09,11.69,37.69,0.87,19.39,7.63,17.97,2.11,1.44,3.89,6.32,30.65,37.38,4.20,10.25,6.48,-,23.09,5.52,17.71,0.66,8.60,7.15,24.34,2.78,4.51,3.30,0.43,5.77,4.72,22.89,32.23,7.78,2.70,29.08,3.85,3.20,24.30,6.79,1.76,5.63,3.60,21.46,23.27,89.23,57.18,4.81,35.24,6.62,40.25,2.23
1957,15,13.32,-,28.62,2.08,20.09,6.61,22.76,1.17,4.72,7.80,4.65,18.15,-,3.24,10.84,10.97,-,23.22,2.79,31.81,1.95,8.05,9.75,19.33,3.54,4.58,18.74,0.14,7.31,4.55,25.62,19.83,9.56,1.90,28.43,3.61,2.98,31.95,5.80,6.11,7.08,2.40,19.80,24.88,80.02,44.95,6.76,22.61,3.80,36.24,1.59
1957,16,15.50,1.73,31.82,2.48,16.79,11.36,15.98,1.88,4.98,5.72,7.12,8.39,28.66,3.56,10.93,14.10,0.05,50.48,0.64,17.29,1.67,9.21,12.06,19.98,2.20,3.27,7.65,0.22,-,0.70,22.75,25.86,8.27,1.40,23.20,3.96,1.80,37.03,8.30,4.11,10.38,1.35,22.48,19.43,60.29,23.94,6.74,29.77,1.03,37.33,1.27
1957,17,17.59,3.03,37.69,1.96,11.80,6.85,30.82,2.58,8.13,5.60,9.43,16.78,-,2.78,11.06,15.28,-,34.46,1.12,14.10,1.32,10.77,8.61,11.94,1.58,4.63,6.30,0.50,130.38,1.05,30.14,47.11,9.78,1.30,30.56,3.01,4.16,37.09,3.94,0.59,10.86,5.41,13.42,19.31,72.03,35.64,5.93,16.78,3.74,34.87,3.18
1957,18,14.67,3.90,47.20,1.62,15.32,7.45,25.14,3.29,4.98,2.38,5.76,14.38,24.14,5.26,10.36,25.99,0.05,15.54,1.54,15.16,2.23,8.70,9.78,11.15,0.91,2.75,12.74,0.29,1.54,1.57,32.32,28.81,12.75,0.71,9.80,5.11,2.63,46.61,7.92,8.58,17.94,0.60,15.29,17.51,57.75,19.95,6.27,36.86,4.07,47.06,1.91
1957,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1957,20,18.75,27.27,31.56,0.17,13.47,5.05,23.82,2.82,4.85,5.74,9.85,3.08,33.49,2.99,7.13,11.05,-,17.83,2.63,19.30,1.74,12.48,14.23,10.29,1.34,14.73,-,0.36,42.69,4.55,24.00,22.43,9.66,2.93,22.88,3.54,2.45,57.65,-,3.17,15.00,0.75,14.24,20.93,28.21,11.97,4.50,36.93,7.22,45.24,-
1957,21,10.68,18.18,26.13,1.62,12.12,7.03,21.07,3.76,4.85,4.87,7.36,9.76,27.73,4.40,1.15,25.63,-,13.25,0.42,21.21,1.71,10.31,11.19,8.16,1.39,7.14,30.88,0.50,0.77,0.52,25.41,17.95,12.71,2.04,27.78,3.00,1.10,39.72,6.13,5.05,14.34,0.30,10.43,16.60,36.08,55.05,4.94,25.92,3.36,46.16,0.64
1957,22,9.49,45.89,23.64,5.77,9.36,3.67,18.91,3.52,6.55,2.13,5.34,5.14,14.17,3.14,6.29,26.55,-,4.75,3.47,20.78,1.01,12.84,8.96,5.47,0.24,2.67,12.44,0.36,-,0.52,19.66,26.80,9.98,1.14,27.29,3.16,3.72,58.76,2.76,4.00,7.87,-,6.99,16.62,24.94,10.64,6.74,32.01,1.41,45.85,3.50
1957,23,13.99,6.93,27.64,0.69,11.36,6.31,25.22,2.35,4.46,5.76,5.97,6.85,28.04,3.81,5.32,20.84,-,7.99,0.22,21.10,2.09,12.72,11.34,5.44,0.48,1.79,14.09,1.15,2.31,2.97,21.93,18.18,9.30,0.53,24.02,2.21,0.83,44.57,6.34,0.71,14.07,4.35,8.59,12.32,21.31,35.37,3.82,17.66,4.29,50.30,1.27
1957,24,5.66,29.44,31.82,2.48,11.03,3.91,16.62,1.88,4.98,2.88,3.61,4.45,12.62,2.63,4.86,19.51,-,7.10,1.35,16.65,1.53,15.13,4.99,2.93,0.10,1.60,17.84,0.86,4.62,1.05,20.73,15.82,10.41,1.24,18.95,2.09,1.58,35.51,3.06,6.82,10.82,4.80,6.17,7.17,25.06,17.02,4.55,22.69,3.42,49.59,1.27
1957,25,9.20,28.57,20.09,0.29,6.18,4.57,14.58,2.82,3.15,3.29,3.48,5.65,16.20,2.27,2.10,-,0.05,9.36,0.35,23.12,1.36,11.75,5.27,0.89,0.19,0.98,12.14,0.22,-,1.92,12.97,7.67,9.70,0.32,7.19,1.35,1.62,40.13,3.56,2.47,8.09,0.30,3.90,7.48,-,29.52,2.19,11.01,1.63,40.15,0.64
1957,26,4.28,13.42,12.18,1.62,6.69,3.85,10.51,2.82,3.15,1.83,1.89,3.08,6.54,2.25,2.16,6.15,-,4.06,-,15.69,1.74,9.62,5.44,1.16,0.57,0.62,11.84,-,1.92,0.70,10.09,10.27,7.91,1.44,15.20,1.89,2.67,28.50,2.31,0.47,6.51,1.35,5.50,5.36,9.08,16.49,6.63,6.79,2.50,34.56,2.87
1957,27,5.47,11.69,7.56,2.83,3.06,4.03,3.26,0.47,3.80,0.85,1.86,5.31,7.94,1.91,1.19,5.27,-,2.42,0.10,12.09,1.32,5.94,3.24,0.31,0.19,0.95,7.65,-,-,0.35,5.65,7.44,4.47,0.50,5.56,1.69,1.10,30.02,0.92,0.82,2.42,2.10,1.54,4.06,5.21,-,2.16,4.00,2.33,35.51,2.23
1957,28,4.92,8.23,9.07,1.44,3.37,2.82,8.82,0.23,3.28,2.36,0.85,1.03,7.94,1.61,1.46,3.42,-,2.56,0.90,14.10,1.53,4.04,2.05,0.34,0.43,0.19,6.15,0.36,-,-,5.51,9.56,6.33,0.98,11.60,0.67,2.50,22.49,1.41,1.88,5.54,0.90,1.89,4.43,8.60,2.93,1.90,6.39,2.28,20.28,22.29
1957,29,1.77,5.19,5.33,0.17,2.35,2.76,4.15,-,3.15,0.55,0.88,5.31,4.98,1.11,0.75,3.09,-,0.96,0.26,5.30,1.71,3.77,1.77,0.98,0.05,0.26,10.94,0.14,-,0.87,3.26,1.53,4.20,0.85,2.29,0.87,1.05,16.41,0.73,0.94,2.81,-,1.66,2.87,5.93,5.85,1.09,2.72,0.38,17.23,-
